donation_id,donor_id,campaign_id,donation_date,amount,payment_method,is_recurring,status,channel,fiscal_year,quarter,month,year
DON005421,D00063,C008,2022-11-17,100000.0,Direct Debit,0,Completed,Event,FY2022,Q4,November,2022
DON005422,D01262,C020,2020-10-01,36600.0,Credit Card,0,Completed,Direct Mail,FY2020,Q4,October,2020
DON005423,D01507,C008,2022-10-01,14050.0,Direct Debit,0,Completed,Event,FY2022,Q4,October,2022
DON005424,D00910,C028,2024-08-08,5560.0,Credit Card,0,Completed,Direct Mail,FY2024,Q3,August,2024
DON005425,D01694,C008,2022-11-21,106200.0,Cheque,0,Completed,Event,FY2022,Q4,November,2022
DON005426,D01051,C012,2023-02-04,54.2,Direct Debit,0,Completed,Peer-to-Peer,FY2022,Q1,February,2023
DON005427,D01251,C026,2022-10-12,78300.0,Credit Card,1,Completed,Telephone,FY2022,Q4,October,2022
DON005428,D01590,C011,2024-07-02,2755.0,Direct Debit,0,Completed,Direct Mail,FY2024,Q3,July,2024
DON005429,D00194,C003,2022-07-18,99.3,Credit Card,0,Completed,Telephone,FY2022,Q3,July,2022
DON005430,D00167,C003,2022-06-20,26400.0,Credit Card,0,Completed,Telephone,FY2021,Q2,June,2022
DON005431,D00493,C017,2024-05-20,95.85,PayPal,0,Completed,Online,FY2023,Q2,May,2024
DON005432,D00624,C005,2023-02-02,132.9,Credit Card,0,Completed,Corporate,FY2022,Q1,February,2023
DON005433,D01021,C018,2021-06-10,46200.0,Direct Debit,1,Completed,Online,FY2020,Q2,June,2021
DON005434,D01817,C020,2020-10-11,143.4,Credit Card,0,Completed,Direct Mail,FY2020,Q4,October,2020
DON005435,D00565,C027,2022-06-27,42750.0,Credit Card,1,Completed,Email,FY2021,Q2,June,2022
DON005436,D01886,C030,2024-09-14,5350.0,Cash,0,Completed,Online,FY2024,Q3,September,2024
DON005437,D01776,C013,2021-11-15,287.0,Cash,0,Completed,Telephone,FY2021,Q4,November,2021
DON005438,D00888,C011,2024-07-07,23.3,Bank Transfer,0,Completed,Direct Mail,FY2024,Q3,July,2024
DON005439,D01636,C030,2024-11-07,16700.0,Direct Debit,0,Completed,Online,FY2024,Q4,November,2024
DON005440,D00666,C011,2024-05-24,4100.0,Cheque,0,Completed,Direct Mail,FY2023,Q2,May,2024
DON005441,D01166,C017,2024-07-08,94.3,Bank Transfer,0,Failed,Online,FY2024,Q3,July,2024
DON005442,D01648,C013,2021-11-17,93200.0,Cheque,0,Completed,Telephone,FY2021,Q4,November,2021
DON005443,D00727,C015,2024-07-13,54.4,Bank Transfer,0,Completed,Corporate,FY2024,Q3,July,2024
DON005444,D00044,C011,2024-07-07,231.6,Credit Card,0,Completed,Direct Mail,FY2024,Q3,July,2024
DON005445,D01552,C011,2024-06-25,247.5,Credit Card,0,Completed,Direct Mail,FY2023,Q2,June,2024
DON005446,D01359,C002,2024-11-05,157.2,PayPal,0,Completed,Recurring,FY2024,Q4,November,2024
DON005447,D00447,C030,2024-09-16,126.6,PayPal,0,Completed,Online,FY2024,Q3,September,2024
DON005448,D00416,C003,2022-06-10,126.4,Credit Card,0,Completed,Telephone,FY2021,Q2,June,2022
DON005449,D01329,C022,2023-10-20,1296.0,Cheque,0,Completed,Recurring,FY2023,Q4,October,2023
DON005450,D00514,C027,2022-07-03,33550.0,Cheque,0,Refunded,Email,FY2022,Q3,July,2022
DON005451,D01131,C023,2023-07-26,283.2,Direct Debit,1,Completed,Event,FY2023,Q3,July,2023
DON005452,D01796,C002,2024-07-23,78.2,Bank Transfer,0,Completed,Recurring,FY2024,Q3,July,2024
DON005453,D00119,C024,2020-11-03,213.0,Bank Transfer,0,Completed,Telephone,FY2020,Q4,November,2020
DON005454,D00723,C016,2022-06-13,162.0,PayPal,0,Completed,Telephone,FY2021,Q2,June,2022
DON005455,D00658,C025,2024-04-03,41.55,Credit Card,0,Completed,Direct Mail,FY2023,Q2,April,2024
DON005456,D01641,C005,2023-02-19,18050.0,PayPal,0,Completed,Corporate,FY2022,Q1,February,2023
DON005457,D00975,C028,2024-08-16,1000.0,Direct Debit,0,Completed,Direct Mail,FY2024,Q3,August,2024
DON005458,D01734,C021,2023-10-10,139.2,Credit Card,0,Completed,Email,FY2023,Q4,October,2023
DON005459,D01095,C026,2022-12-04,9900.0,Bank Transfer,0,Completed,Telephone,FY2022,Q4,December,2022
DON005460,D01032,C026,2022-10-31,924.0,Credit Card,0,Completed,Telephone,FY2022,Q4,October,2022
DON005461,D00690,C020,2021-02-19,841.0,PayPal,0,Completed,Direct Mail,FY2020,Q1,February,2021
DON005462,D01093,C015,2024-05-27,72.4,Credit Card,0,Completed,Corporate,FY2023,Q2,May,2024
DON005463,D00812,C013,2021-10-04,260.5,Credit Card,0,Completed,Telephone,FY2021,Q4,October,2021
DON005464,D01426,C015,2024-08-01,60.4,Bank Transfer,0,Completed,Corporate,FY2024,Q3,August,2024
DON005465,D00598,C027,2022-04-23,47000.0,Credit Card,0,Failed,Email,FY2021,Q2,April,2022
DON005466,D00485,C024,2020-08-20,55.9,Cheque,1,Completed,Telephone,FY2020,Q3,August,2020
DON005467,D01581,C003,2022-07-21,10.0,Direct Debit,1,Completed,Telephone,FY2022,Q3,July,2022
DON005468,D00557,C003,2022-07-30,58500.0,Credit Card,1,Completed,Telephone,FY2022,Q3,July,2022
DON005469,D00971,C018,2021-04-13,316.0,Direct Debit,0,Completed,Online,FY2020,Q2,April,2021
DON005470,D01398,C021,2023-08-30,26.2,Cheque,0,Failed,Email,FY2023,Q3,August,2023
DON005471,D00107,C020,2021-02-17,87400.0,Direct Debit,0,Completed,Direct Mail,FY2020,Q1,February,2021
DON005472,D00051,C005,2022-12-07,399000.0,Direct Debit,0,Completed,Corporate,FY2022,Q4,December,2022
DON005473,D00136,C010,2021-03-07,95.55,Direct Debit,1,Completed,Direct Mail,FY2020,Q1,March,2021
DON005474,D00459,C020,2020-11-07,35900.0,PayPal,0,Completed,Direct Mail,FY2020,Q4,November,2020
DON005475,D01056,C021,2023-09-28,65.5,Bank Transfer,0,Completed,Email,FY2023,Q3,September,2023
DON005476,D00813,C002,2024-07-14,6800.0,Cash,0,Completed,Recurring,FY2024,Q3,July,2024
DON005477,D01324,C027,2022-06-14,257.0,Direct Debit,0,Completed,Email,FY2021,Q2,June,2022
DON005478,D00459,C021,2023-10-07,35900.0,Credit Card,0,Completed,Email,FY2023,Q4,October,2023
DON005479,D00785,C002,2024-08-14,26.4,Direct Debit,0,Completed,Recurring,FY2024,Q3,August,2024
DON005480,D00401,C021,2023-09-07,18.4,Credit Card,1,Completed,Email,FY2023,Q3,September,2023
DON005481,D01807,C021,2023-09-28,57.1,Bank Transfer,1,Refunded,Email,FY2023,Q3,September,2023
DON005482,D01255,C026,2022-10-27,4940.0,Credit Card,1,Completed,Telephone,FY2022,Q4,October,2022
DON005483,D00845,C012,2023-01-05,271.8,Credit Card,0,Completed,Peer-to-Peer,FY2022,Q1,January,2023
DON005484,D00721,C026,2022-10-21,1234.0,Credit Card,1,Completed,Telephone,FY2022,Q4,October,2022
DON005485,D01498,C024,2020-09-19,99.8,Bank Transfer,1,Completed,Telephone,FY2020,Q3,September,2020
DON005486,D01195,C028,2024-09-20,13360.0,Credit Card,0,Completed,Direct Mail,FY2024,Q3,September,2024
DON005487,D00235,C001,2021-12-05,7120.0,Bank Transfer,0,Completed,Peer-to-Peer,FY2021,Q4,December,2021
DON005488,D01318,C029,2023-06-25,122.4,Credit Card,0,Completed,Peer-to-Peer,FY2022,Q2,June,2023
DON005489,D01759,C030,2024-11-27,123.4,Credit Card,0,Completed,Online,FY2024,Q4,November,2024
DON005490,D00567,C020,2021-02-02,56200.0,Credit Card,0,Completed,Direct Mail,FY2020,Q1,February,2021
DON005491,D00640,C026,2022-12-09,97600.0,PayPal,0,Completed,Telephone,FY2022,Q4,December,2022
DON005492,D01633,C007,2020-03-26,90.9,Bank Transfer,0,Completed,Direct Mail,FY2019,Q1,March,2020
DON005493,D01456,C016,2022-06-17,94.2,Direct Debit,1,Completed,Telephone,FY2021,Q2,June,2022
DON005494,D00625,C004,2021-01-30,10.0,Credit Card,0,Completed,Email,FY2020,Q1,January,2021
DON005495,D01069,C016,2022-04-18,490.0,Bank Transfer,0,Completed,Telephone,FY2021,Q2,April,2022
DON005496,D00656,C026,2022-11-03,180.2,Direct Debit,0,Completed,Telephone,FY2022,Q4,November,2022
DON005497,D01276,C007,2020-06-04,698.0,Direct Debit,0,Completed,Direct Mail,FY2019,Q2,June,2020
DON005498,D00442,C027,2022-05-23,26600.0,Credit Card,1,Completed,Email,FY2021,Q2,May,2022
DON005499,D01968,C023,2023-07-21,244500.0,Direct Debit,1,Completed,Event,FY2023,Q3,July,2023
DON005500,D01782,C014,2022-05-24,8040.0,Credit Card,0,Completed,Corporate,FY2021,Q2,May,2022
DON005501,D00272,C022,2023-11-12,232.5,Bank Transfer,0,Completed,Recurring,FY2023,Q4,November,2023
DON005502,D01092,C022,2023-09-07,114.0,PayPal,0,Completed,Recurring,FY2023,Q3,September,2023
DON005503,D00408,C021,2023-09-13,427.0,Credit Card,0,Completed,Email,FY2023,Q3,September,2023
DON005504,D00466,C030,2024-10-21,270.0,Credit Card,0,Completed,Online,FY2024,Q4,October,2024
DON005505,D00325,C024,2020-09-11,26250.0,Cheque,0,Completed,Telephone,FY2020,Q3,September,2020
DON005506,D00740,C014,2022-07-09,103.2,Credit Card,0,Completed,Corporate,FY2022,Q3,July,2022
DON005507,D00460,C027,2022-06-16,213.0,Direct Debit,0,Completed,Email,FY2021,Q2,June,2022
DON005508,D01402,C028,2024-09-27,25.5,Bank Transfer,1,Completed,Direct Mail,FY2024,Q3,September,2024
DON005509,D01691,C006,2020-08-26,76700.0,Credit Card,0,Completed,Social Media,FY2020,Q3,August,2020
DON005510,D00708,C027,2022-04-15,36.0,Bank Transfer,0,Completed,Email,FY2021,Q2,April,2022
DON005511,D00008,C018,2021-05-06,10.0,Cheque,0,Completed,Online,FY2020,Q2,May,2021
DON005512,D01298,C004,2021-05-12,69.0,PayPal,0,Completed,Email,FY2020,Q2,May,2021
DON005513,D00468,C013,2021-07-07,64.35,Direct Debit,0,Completed,Telephone,FY2021,Q3,July,2021
DON005514,D01220,C030,2024-09-20,350.5,PayPal,0,Completed,Online,FY2024,Q3,September,2024
DON005515,D00248,C025,2024-03-05,1550.0,Credit Card,0,Completed,Direct Mail,FY2023,Q1,March,2024
DON005516,D01110,C024,2020-10-24,586.0,Bank Transfer,0,Completed,Telephone,FY2020,Q4,October,2020
DON005517,D01231,C008,2022-11-02,41.2,Credit Card,0,Failed,Event,FY2022,Q4,November,2022
DON005518,D00956,C004,2021-01-16,77.5,Direct Debit,0,Completed,Email,FY2020,Q1,January,2021
DON005519,D00987,C013,2021-10-15,50.6,Direct Debit,0,Completed,Telephone,FY2021,Q4,October,2021
DON005520,D01067,C004,2021-03-02,72.8,Cash,0,Failed,Email,FY2020,Q1,March,2021
DON005521,D00129,C016,2022-04-13,596.0,Direct Debit,0,Completed,Telephone,FY2021,Q2,April,2022
DON005522,D00634,C016,2022-05-19,3045.0,PayPal,1,Completed,Telephone,FY2021,Q2,May,2022
DON005523,D00274,C016,2022-06-05,108.75,Direct Debit,0,Completed,Telephone,FY2021,Q2,June,2022
DON005524,D01480,C023,2023-08-13,90.6,Credit Card,0,Completed,Event,FY2023,Q3,August,2023
DON005525,D00618,C014,2022-08-09,900.0,Credit Card,0,Completed,Corporate,FY2022,Q3,August,2022
DON005526,D01723,C028,2024-10-12,121.2,Credit Card,0,Completed,Direct Mail,FY2024,Q4,October,2024
DON005527,D01734,C002,2024-08-31,104.4,Credit Card,0,Completed,Recurring,FY2024,Q3,August,2024
DON005528,D01588,C023,2023-08-12,976.0,PayPal,0,Completed,Event,FY2023,Q3,August,2023
DON005529,D01781,C011,2024-06-02,50.1,Credit Card,0,Completed,Direct Mail,FY2023,Q2,June,2024
DON005530,D01253,C019,2020-08-29,154.0,Direct Debit,0,Completed,Peer-to-Peer,FY2020,Q3,August,2020
DON005531,D01702,C014,2022-03-16,37.3,Cheque,0,Completed,Corporate,FY2021,Q1,March,2022
DON005532,D01821,C018,2021-04-28,218.8,Credit Card,0,Completed,Online,FY2020,Q2,April,2021
DON005533,D00171,C010,2021-02-27,217.0,PayPal,0,Completed,Direct Mail,FY2020,Q1,February,2021
DON005534,D00649,C017,2024-06-27,606.0,Bank Transfer,0,Completed,Online,FY2023,Q2,June,2024
DON005535,D01714,C026,2022-11-22,27.3,Credit Card,0,Completed,Telephone,FY2022,Q4,November,2022
DON005536,D00846,C017,2024-06-26,234.0,Direct Debit,0,Completed,Online,FY2023,Q2,June,2024
DON005537,D00096,C013,2021-08-02,63.4,Credit Card,0,Completed,Telephone,FY2021,Q3,August,2021
DON005538,D01369,C025,2024-03-26,26.7,Bank Transfer,0,Completed,Direct Mail,FY2023,Q1,March,2024
DON005539,D00134,C014,2022-04-07,43.3,Credit Card,1,Completed,Corporate,FY2021,Q2,April,2022
DON005540,D00466,C027,2022-06-23,40.5,PayPal,0,Completed,Email,FY2021,Q2,June,2022
DON005541,D00761,C001,2021-10-22,359000.0,Credit Card,1,Completed,Peer-to-Peer,FY2021,Q4,October,2021
DON005542,D00777,C024,2020-11-06,3370.0,Credit Card,0,Completed,Telephone,FY2020,Q4,November,2020
DON005543,D01835,C015,2024-06-21,28700.0,Bank Transfer,0,Completed,Corporate,FY2023,Q2,June,2024
DON005544,D01433,C015,2024-07-10,4250.0,Direct Debit,0,Completed,Corporate,FY2024,Q3,July,2024
DON005545,D01651,C023,2023-07-06,73300.0,Direct Debit,1,Completed,Event,FY2023,Q3,July,2023
DON005546,D01996,C017,2024-07-13,22.0,Cheque,1,Completed,Online,FY2024,Q3,July,2024
DON005547,D00055,C001,2021-11-14,92.6,Direct Debit,1,Completed,Peer-to-Peer,FY2021,Q4,November,2021
DON005548,D01207,C013,2021-11-03,63.0,Credit Card,1,Completed,Telephone,FY2021,Q4,November,2021
DON005549,D00693,C030,2024-10-02,35.35,Direct Debit,0,Completed,Online,FY2024,Q4,October,2024
DON005550,D00581,C029,2023-07-02,51.3,Credit Card,1,Completed,Peer-to-Peer,FY2023,Q3,July,2023
DON005551,D00188,C020,2020-10-04,59.8,Credit Card,0,Completed,Direct Mail,FY2020,Q4,October,2020
DON005552,D01037,C005,2023-01-18,454.0,Direct Debit,1,Completed,Corporate,FY2022,Q1,January,2023
DON005553,D01723,C016,2022-06-01,1212.0,Cash,0,Completed,Telephone,FY2021,Q2,June,2022
DON005554,D00800,C015,2024-07-11,106.5,Cash,0,Completed,Corporate,FY2024,Q3,July,2024
DON005555,D00246,C016,2022-06-29,575.0,Direct Debit,1,Completed,Telephone,FY2021,Q2,June,2022
DON005556,D00128,C011,2024-06-07,21100.0,Credit Card,0,Completed,Direct Mail,FY2023,Q2,June,2024
DON005557,D01482,C004,2021-02-04,42150.0,Direct Debit,0,Completed,Email,FY2020,Q1,February,2021
DON005558,D00821,C030,2024-10-01,530.0,Credit Card,0,Completed,Online,FY2024,Q4,October,2024
DON005559,D01431,C009,2020-08-12,65.0,Direct Debit,0,Completed,Social Media,FY2020,Q3,August,2020
DON005560,D01044,C013,2021-07-12,1452.0,Credit Card,1,Completed,Telephone,FY2021,Q3,July,2021
DON005561,D00440,C029,2023-08-31,482.0,Credit Card,0,Completed,Peer-to-Peer,FY2023,Q3,August,2023
DON005562,D01422,C013,2021-11-09,249.6,Bank Transfer,0,Completed,Telephone,FY2021,Q4,November,2021
DON005563,D00514,C014,2022-04-13,134200.0,PayPal,0,Completed,Corporate,FY2021,Q2,April,2022
DON005564,D00637,C012,2023-01-02,55.95,Credit Card,1,Completed,Peer-to-Peer,FY2022,Q1,January,2023
DON005565,D01565,C010,2021-04-27,2680.0,Direct Debit,0,Completed,Direct Mail,FY2020,Q2,April,2021
DON005566,D00161,C014,2022-08-05,5280.0,Credit Card,0,Completed,Corporate,FY2022,Q3,August,2022
DON005567,D01924,C014,2022-03-17,337.0,Credit Card,0,Completed,Corporate,FY2021,Q1,March,2022
DON005568,D00909,C021,2023-09-15,87.0,Credit Card,1,Completed,Email,FY2023,Q3,September,2023
DON005569,D00745,C027,2022-06-09,24900.0,Direct Debit,0,Completed,Email,FY2021,Q2,June,2022
DON005570,D01575,C009,2020-06-05,15550.0,Credit Card,1,Completed,Social Media,FY2019,Q2,June,2020
DON005571,D00488,C019,2020-07-30,10.0,Bank Transfer,1,Completed,Peer-to-Peer,FY2020,Q3,July,2020
DON005572,D01243,C018,2021-07-06,10.0,Credit Card,0,Completed,Online,FY2021,Q3,July,2021
DON005573,D00771,C004,2021-02-28,25.6,Bank Transfer,1,Completed,Email,FY2020,Q1,February,2021
DON005574,D00175,C009,2020-06-07,100.2,Direct Debit,1,Completed,Social Media,FY2019,Q2,June,2020
DON005575,D01608,C029,2023-08-08,7050.0,Credit Card,0,Completed,Peer-to-Peer,FY2023,Q3,August,2023
DON005576,D00177,C004,2021-04-27,1272.0,Credit Card,1,Completed,Email,FY2020,Q2,April,2021
DON005577,D01649,C008,2022-11-09,10.0,Bank Transfer,0,Completed,Event,FY2022,Q4,November,2022
DON005578,D01080,C012,2022-11-26,54.4,Direct Debit,0,Completed,Peer-to-Peer,FY2022,Q4,November,2022
DON005579,D01248,C017,2024-07-10,114.0,PayPal,0,Completed,Online,FY2024,Q3,July,2024
DON005580,D00607,C009,2020-05-31,54.0,Credit Card,1,Completed,Social Media,FY2019,Q2,May,2020
DON005581,D00693,C002,2024-07-28,282.8,Cheque,0,Completed,Recurring,FY2024,Q3,July,2024
DON005582,D00770,C030,2024-10-28,618.0,Credit Card,0,Completed,Online,FY2024,Q4,October,2024
DON005583,D01794,C029,2023-09-27,32.5,Bank Transfer,1,Completed,Peer-to-Peer,FY2023,Q3,September,2023
DON005584,D01611,C006,2020-08-09,5100.0,Direct Debit,0,Completed,Social Media,FY2020,Q3,August,2020
DON005585,D01912,C020,2021-01-23,36400.0,Bank Transfer,1,Completed,Direct Mail,FY2020,Q1,January,2021
DON005586,D01833,C012,2022-12-11,112.4,Direct Debit,1,Completed,Peer-to-Peer,FY2022,Q4,December,2022
DON005587,D01919,C016,2022-05-19,5910.0,Cheque,0,Completed,Telephone,FY2021,Q2,May,2022
DON005588,D01398,C002,2024-09-18,78.6,Credit Card,0,Completed,Recurring,FY2024,Q3,September,2024
DON005589,D00626,C008,2022-09-25,93.3,Bank Transfer,1,Completed,Event,FY2022,Q3,September,2022
DON005590,D01015,C023,2023-07-15,59600.0,Direct Debit,0,Completed,Event,FY2023,Q3,July,2023
DON005591,D00600,C028,2024-09-22,50.0,Direct Debit,0,Completed,Direct Mail,FY2024,Q3,September,2024
DON005592,D00603,C012,2023-02-07,140.4,Direct Debit,0,Completed,Peer-to-Peer,FY2022,Q1,February,2023
DON005593,D00021,C012,2023-01-09,210.0,Direct Debit,1,Completed,Peer-to-Peer,FY2022,Q1,January,2023
DON005594,D01712,C026,2022-10-28,376.5,Cheque,0,Completed,Telephone,FY2022,Q4,October,2022
DON005595,D01907,C013,2021-07-17,200000.0,Credit Card,0,Completed,Telephone,FY2021,Q3,July,2021
DON005596,D00596,C003,2022-09-20,2940.0,Bank Transfer,0,Completed,Telephone,FY2022,Q3,September,2022
DON005597,D00419,C009,2020-07-06,162.9,Credit Card,0,Completed,Social Media,FY2020,Q3,July,2020
DON005598,D01672,C007,2020-06-15,631.0,Credit Card,1,Completed,Direct Mail,FY2019,Q2,June,2020
DON005599,D00343,C029,2023-10-01,72.75,Credit Card,0,Completed,Peer-to-Peer,FY2023,Q4,October,2023
DON005600,D01868,C009,2020-08-03,240.3,Credit Card,1,Completed,Social Media,FY2020,Q3,August,2020
DON005601,D01706,C025,2024-02-20,266.0,PayPal,0,Completed,Direct Mail,FY2023,Q1,February,2024
DON005602,D00447,C016,2022-06-20,253.2,Cash,0,Completed,Telephone,FY2021,Q2,June,2022
DON005603,D01944,C030,2024-12-05,145600.0,Direct Debit,1,Completed,Online,FY2024,Q4,December,2024
DON005604,D01975,C027,2022-06-16,71.1,Direct Debit,0,Completed,Email,FY2021,Q2,June,2022
DON005605,D00719,C018,2021-04-24,54.3,Credit Card,1,Completed,Online,FY2020,Q2,April,2021
DON005606,D01284,C015,2024-08-03,68.3,Credit Card,0,Completed,Corporate,FY2024,Q3,August,2024
DON005607,D00142,C030,2024-09-27,48200.0,Bank Transfer,0,Completed,Online,FY2024,Q3,September,2024
DON005608,D01099,C025,2024-03-26,38000.0,Cheque,1,Completed,Direct Mail,FY2023,Q1,March,2024
DON005609,D01564,C022,2023-10-02,215.0,Direct Debit,0,Completed,Recurring,FY2023,Q4,October,2023
DON005610,D01947,C002,2024-08-25,1258.0,Direct Debit,1,Completed,Recurring,FY2024,Q3,August,2024
DON005611,D01326,C002,2024-10-16,133400.0,Credit Card,0,Completed,Recurring,FY2024,Q4,October,2024
DON005612,D01965,C007,2020-03-16,10.0,PayPal,1,Failed,Direct Mail,FY2019,Q1,March,2020
DON005613,D00161,C014,2022-03-11,5280.0,Bank Transfer,0,Completed,Corporate,FY2021,Q1,March,2022
DON005614,D01468,C009,2020-09-03,100.65,Direct Debit,0,Completed,Social Media,FY2020,Q3,September,2020
DON005615,D00250,C025,2024-04-10,133.2,Bank Transfer,0,Completed,Direct Mail,FY2023,Q2,April,2024
DON005616,D01262,C025,2024-03-16,36600.0,Cheque,0,Completed,Direct Mail,FY2023,Q1,March,2024
DON005617,D00904,C014,2022-08-07,61.4,Credit Card,0,Completed,Corporate,FY2022,Q3,August,2022
DON005618,D01068,C011,2024-05-19,1100.0,Credit Card,1,Completed,Direct Mail,FY2023,Q2,May,2024
DON005619,D00974,C010,2021-04-24,235000.0,Credit Card,0,Completed,Direct Mail,FY2020,Q2,April,2021
DON005620,D01467,C010,2021-03-02,288.8,Credit Card,0,Completed,Direct Mail,FY2020,Q1,March,2021
DON005621,D01022,C010,2021-04-14,27.6,Direct Debit,0,Completed,Direct Mail,FY2020,Q2,April,2021
DON005622,D00334,C024,2020-10-01,107.0,Credit Card,0,Completed,Telephone,FY2020,Q4,October,2020
DON005623,D01946,C030,2024-10-15,99.3,Cheque,0,Completed,Online,FY2024,Q4,October,2024
DON005624,D00179,C014,2022-03-29,273.0,Credit Card,0,Completed,Corporate,FY2021,Q1,March,2022
DON005625,D00497,C009,2020-08-20,62.0,Credit Card,0,Completed,Social Media,FY2020,Q3,August,2020
DON005626,D01784,C013,2021-08-14,100.8,PayPal,1,Completed,Telephone,FY2021,Q3,August,2021
DON005627,D01449,C007,2020-05-26,38.2,Credit Card,0,Completed,Direct Mail,FY2019,Q2,May,2020
DON005628,D01015,C001,2021-12-05,11920.0,PayPal,0,Completed,Peer-to-Peer,FY2021,Q4,December,2021
DON005629,D00197,C006,2020-09-23,20.0,Direct Debit,0,Completed,Social Media,FY2020,Q3,September,2020
DON005630,D00154,C030,2024-11-28,33200.0,Credit Card,1,Completed,Online,FY2024,Q4,November,2024
DON005631,D01777,C008,2022-11-10,154.4,PayPal,1,Completed,Event,FY2022,Q4,November,2022
DON005632,D01508,C006,2020-09-11,4250.0,Bank Transfer,0,Completed,Social Media,FY2020,Q3,September,2020
DON005633,D00496,C019,2020-08-07,992.0,Credit Card,0,Completed,Peer-to-Peer,FY2020,Q3,August,2020
DON005634,D01625,C012,2022-12-02,1386.0,Direct Debit,1,Completed,Peer-to-Peer,FY2022,Q4,December,2022
DON005635,D00959,C025,2024-03-27,8920.0,PayPal,0,Completed,Direct Mail,FY2023,Q1,March,2024
DON005636,D00571,C003,2022-06-10,41000.0,Direct Debit,0,Completed,Telephone,FY2021,Q2,June,2022
DON005637,D00169,C014,2022-07-06,20.45,Credit Card,1,Completed,Corporate,FY2022,Q3,July,2022
DON005638,D00808,C021,2023-09-16,80.85,Cheque,1,Completed,Email,FY2023,Q3,September,2023
DON005639,D01265,C025,2024-02-29,514.0,Bank Transfer,0,Completed,Direct Mail,FY2023,Q1,February,2024
DON005640,D00373,C016,2022-04-12,59.0,Cheque,0,Completed,Telephone,FY2021,Q2,April,2022
DON005641,D01250,C015,2024-06-25,23700.0,Cheque,0,Completed,Corporate,FY2023,Q2,June,2024
DON005642,D00658,C021,2023-09-26,41.55,PayPal,0,Completed,Email,FY2023,Q3,September,2023
DON005643,D01070,C024,2020-08-14,10600.0,Cash,0,Completed,Telephone,FY2020,Q3,August,2020
DON005644,D01948,C024,2020-09-15,26800.0,Bank Transfer,0,Completed,Telephone,FY2020,Q3,September,2020
DON005645,D00041,C005,2022-12-05,2710.0,Credit Card,0,Completed,Corporate,FY2022,Q4,December,2022
DON005646,D01871,C012,2022-12-19,133.2,Direct Debit,0,Completed,Peer-to-Peer,FY2022,Q4,December,2022
DON005647,D01536,C001,2021-11-30,44.4,Cash,0,Completed,Peer-to-Peer,FY2021,Q4,November,2021
DON005648,D00985,C004,2021-04-28,10.0,Credit Card,0,Completed,Email,FY2020,Q2,April,2021
DON005649,D00246,C011,2024-05-14,1150.0,Credit Card,1,Completed,Direct Mail,FY2023,Q2,May,2024
DON005650,D00280,C006,2020-10-04,6520.0,Credit Card,0,Completed,Social Media,FY2020,Q4,October,2020
DON005651,D00820,C001,2021-11-19,35.2,Bank Transfer,0,Completed,Peer-to-Peer,FY2021,Q4,November,2021
DON005652,D00936,C022,2023-09-29,2780.0,Bank Transfer,0,Completed,Recurring,FY2023,Q3,September,2023
DON005653,D00648,C002,2024-08-02,487.0,Bank Transfer,0,Completed,Recurring,FY2024,Q3,August,2024
DON005654,D01468,C016,2022-05-25,1342.0,Direct Debit,0,Completed,Telephone,FY2021,Q2,May,2022
DON005655,D00555,C015,2024-06-06,583.0,Direct Debit,0,Completed,Corporate,FY2023,Q2,June,2024
DON005656,D01885,C028,2024-09-26,60400.0,PayPal,1,Completed,Direct Mail,FY2024,Q3,September,2024
DON005657,D01145,C015,2024-08-04,24.55,Credit Card,0,Completed,Corporate,FY2024,Q3,August,2024
DON005658,D00134,C008,2022-10-28,86.6,Credit Card,1,Completed,Event,FY2022,Q4,October,2022
DON005659,D01019,C017,2024-07-07,31650.0,Cash,0,Completed,Online,FY2024,Q3,July,2024
DON005660,D00362,C019,2020-08-26,954.0,Credit Card,0,Completed,Peer-to-Peer,FY2020,Q3,August,2020
DON005661,D00146,C023,2023-07-09,18.0,Credit Card,1,Completed,Event,FY2023,Q3,July,2023
DON005662,D01457,C028,2024-09-15,321.0,Credit Card,0,Completed,Direct Mail,FY2024,Q3,September,2024
DON005663,D01829,C026,2022-12-25,69.3,Cheque,1,Completed,Telephone,FY2022,Q4,December,2022
DON005664,D01814,C026,2022-10-23,6880.0,PayPal,0,Completed,Telephone,FY2022,Q4,October,2022
DON005665,D00452,C017,2024-06-13,8500.0,Cheque,1,Completed,Online,FY2023,Q2,June,2024
DON005666,D00341,C015,2024-07-22,411.0,Bank Transfer,0,Completed,Corporate,FY2024,Q3,July,2024
DON005667,D00160,C020,2021-02-10,418.0,Cheque,0,Completed,Direct Mail,FY2020,Q1,February,2021
DON005668,D01796,C010,2021-05-14,117.3,Credit Card,0,Completed,Direct Mail,FY2020,Q2,May,2021
DON005669,D01159,C030,2024-09-17,157000.0,Bank Transfer,0,Completed,Online,FY2024,Q3,September,2024
DON005670,D01707,C001,2021-11-06,50.1,Credit Card,0,Completed,Peer-to-Peer,FY2021,Q4,November,2021
DON005671,D00855,C016,2022-05-09,77200.0,Direct Debit,0,Completed,Telephone,FY2021,Q2,May,2022
DON005672,D00321,C017,2024-06-19,88.2,Credit Card,1,Completed,Online,FY2023,Q2,June,2024
DON005673,D01098,C019,2020-07-30,30300.0,Cheque,1,Completed,Peer-to-Peer,FY2020,Q3,July,2020
